ratio,seed,iter,BRC_star_adapted,WRC_star,collapse_score,direction_diversity,effective_rank,norm_variance,row_norm_std,sigma_weight,token_spread
8,456,48000,0.546088,0.269794,1.285339,0.607292,66.115386,1.933681,1.390569,1.390569,0.205529
0,123,29000,0.446920,0.243390,1.257015,0.633823,66.114408,1.489626,1.220502,1.220502,0.191306
2,42,27000,0.467147,0.252814,1.279127,0.625308,66.105582,1.554381,1.246748,1.246748,0.192928
8,123,45000,0.602636,0.245234,1.354961,0.582184,66.100948,2.080369,1.442349,1.442349,0.208360
5,456,48000,0.498783,0.272509,1.198814,0.633265,66.098836,1.849776,1.360065,1.360065,0.205915
10,42,50000,0.525817,0.269191,1.242463,0.620456,66.098679,1.919312,1.385392,1.385392,0.205477
4,456,41000,0.530582,0.253639,1.281240,0.610752,66.098584,1.858029,1.363095,1.363095,0.203806
2,456,35000,0.482279,0.246864,1.264266,0.624799,66.097922,1.652224,1.285389,1.285389,0.196773
3,42,28000,0.477511,0.253511,1.277847,0.624192,66.096441,1.614492,1.270626,1.270626,0.194094
9,123,46000,0.617395,0.245964,1.359792,0.577931,66.093163,2.139735,1.462783,1.462783,0.210392
8,123,47000,0.598925,0.250751,1.337462,0.586069,66.091209,2.093572,1.446918,1.446918,0.209490
12,123,45000,0.626128,0.240787,1.392213,0.570852,66.086577,2.128694,1.459004,1.459004,0.208249
8,123,46000,0.600920,0.248235,1.347119,0.583922,66.084529,2.085852,1.444248,1.444248,0.208865
6,123,38000,0.565586,0.241989,1.364656,0.589221,66.080212,1.895751,1.376863,1.376863,0.201013
3,456,34000,0.519125,0.240396,1.322237,0.606491,66.076714,1.740340,1.319219,1.319219,0.197609
2,123,45000,0.503828,0.264140,1.222675,0.626836,66.074761,1.822906,1.350150,1.350150,0.205203
6,456,40000,0.552377,0.253131,1.326488,0.598589,66.073059,1.893617,1.376087,1.376087,0.202612
4,123,28000,0.573464,0.226050,1.467831,0.569599,66.069373,1.775278,1.332395,1.332395,0.193222
8,123,49000,0.595849,0.256407,1.320402,0.589814,66.057875,2.110142,1.452633,1.452633,0.210652
10,42,52000,0.532751,0.274084,1.238886,0.619615,66.056993,1.961564,1.400558,1.400558,0.207038
2,123,44000,0.506967,0.261791,1.234162,0.624193,66.055891,1.819826,1.349009,1.349009,0.204504
2,456,37000,0.489730,0.250753,1.256236,0.624408,66.049875,1.700123,1.303887,1.303887,0.198982
10,123,42000,0.613412,0.234087,1.400758,0.571640,66.048615,2.050625,1.432000,1.432000,0.205806
6,42,40000,0.503329,0.264470,1.223402,0.627393,66.047450,1.824742,1.350830,1.350830,0.204567
8,456,49000,0.552856,0.272935,1.286082,0.605714,66.043891,1.966079,1.402169,1.402169,0.206580
9,123,45000,0.614888,0.244037,1.365092,0.577686,66.042789,2.119935,1.456000,1.456000,0.209366
10,42,51000,0.531825,0.271209,1.243378,0.619059,66.039010,1.949047,1.396083,1.396083,0.206376
8,123,48000,0.597762,0.254160,1.330088,0.587699,66.032712,2.101976,1.449819,1.449819,0.209981
10,456,43000,0.582830,0.254198,1.353627,0.587069,66.030319,1.992185,1.411448,1.411448,0.205055
10,123,43000,0.617906,0.236303,1.397016,0.571288,66.024180,2.077369,1.441308,1.441308,0.206877
3,123,35000,0.565992,0.241629,1.392714,0.583557,66.019237,1.847179,1.359110,1.359110,0.199016
4,42,30000,0.520709,0.250852,1.325649,0.605530,66.008472,1.742462,1.320023,1.320023,0.197567
2,123,46000,0.504839,0.267272,1.216806,0.627724,66.002397,1.838971,1.356087,1.356087,0.205946
1,42,31000,0.413000,0.266559,1.156627,0.659369,65.998715,1.470050,1.212456,1.212456,0.194504
6,123,39000,0.573658,0.244935,1.365992,0.587346,65.993460,1.932562,1.390166,1.390166,0.202091
5,123,35000,0.580852,0.236913,1.419847,0.576456,65.986349,1.880763,1.371409,1.371409,0.198302
12,123,46000,0.634504,0.243399,1.391050,0.569325,65.982793,2.170540,1.473275,1.473275,0.209605
8,123,50000,0.596743,0.259063,1.313875,0.590851,65.981975,2.127213,1.458497,1.458497,0.211406
1,456,44000,0.431253,0.272545,1.137606,0.658643,65.980905,1.596049,1.263348,1.263348,0.200066
1,123,31000,0.492308,0.240328,1.318576,0.613005,65.979269,1.618318,1.272131,1.272131,0.193495
5,456,49000,0.503829,0.276031,1.199617,0.632104,65.978514,1.875498,1.369488,1.369488,0.206678
12,123,48000,0.638295,0.248412,1.380558,0.570332,65.977854,2.206872,1.485554,1.485554,0.211228
9,123,47000,0.623742,0.248507,1.358160,0.576973,65.977036,2.174077,1.474475,1.474475,0.211471
7,123,41000,0.575188,0.243060,1.355267,0.588171,65.976312,1.950683,1.396669,1.396669,0.203873
12,123,47000,0.636579,0.245837,1.386419,0.569684,65.975997,2.188411,1.479328,1.479328,0.210380
9,123,49000,0.625714,0.253989,1.346033,0.578614,65.968699,2.204908,1.484893,1.484893,0.213058
7,123,42000,0.579080,0.245865,1.349652,0.588183,65.967850,1.977288,1.406161,1.406161,0.205128
10,456,44000,0.586131,0.257773,1.348962,0.587228,65.964484,2.016363,1.419987,1.419987,0.205992
1,42,32000,0.418373,0.268417,1.152816,0.658686,65.952155,1.502514,1.225771,1.225771,0.196070
2,123,47000,0.506088,0.269850,1.210768,0.628491,65.951904,1.855730,1.362252,1.362252,0.206837
12,123,49000,0.642885,0.250648,1.377019,0.569985,65.949010,2.235119,1.495031,1.495031,0.212279
10,123,44000,0.625094,0.238685,1.394846,0.570238,65.942658,2.115601,1.454511,1.454511,0.208108
9,123,50000,0.628432,0.256363,1.342080,0.578807,65.934263,2.226154,1.492030,1.492030,0.213836
4,456,42000,0.540525,0.256702,1.285064,0.608063,65.930396,1.901951,1.379112,1.379112,0.204994
2,123,48000,0.507644,0.272545,1.205111,0.629155,65.914554,1.873841,1.368883,1.368883,0.207727
5,42,34000,0.529182,0.254198,1.303356,0.607332,65.913611,1.816184,1.347659,1.347659,0.201274
8,456,50000,0.562549,0.275955,1.289071,0.603235,65.913171,2.010261,1.417837,1.417837,0.207792
6,123,40000,0.582826,0.247493,1.367081,0.585214,65.912008,1.974375,1.405125,1.405125,0.203410
6,42,41000,0.513270,0.266587,1.225358,0.624911,65.906759,1.872506,1.368396,1.368396,0.206106
2,123,49000,0.507172,0.275221,1.197321,0.630576,65.902203,1.884773,1.372870,1.372870,0.208543
10,123,45000,0.629536,0.241262,1.392195,0.569794,65.901197,2.141355,1.463337,1.463337,0.209013
7,123,43000,0.581504,0.248733,1.344256,0.588628,65.900286,1.998190,1.413574,1.413574,0.206022
9,123,48000,0.631344,0.251104,1.356788,0.575647,65.894158,2.213490,1.487780,1.487780,0.212763
0,456,33000,0.413806,0.260544,1.148304,0.660820,65.890168,1.488446,1.220019,1.220019,0.195375
5,42,35000,0.531374,0.257313,1.297040,0.607915,65.884607,1.836706,1.355251,1.355251,0.202292
3,42,29000,0.490365,0.255253,1.281598,0.620641,65.883665,1.670851,1.292614,1.292614,0.196005
4,123,30000,0.599098,0.228597,1.470581,0.563525,65.883225,1.883981,1.372582,1.372582,0.196804
3,456,35000,0.531286,0.242110,1.326204,0.603217,65.879895,1.792876,1.338983,1.338983,0.199187
2,42,28000,0.478272,0.254235,1.278703,0.622964,65.869937,1.609100,1.268503,1.268503,0.194858
1,42,33000,0.417424,0.270554,1.144822,0.660268,65.863091,1.509676,1.228689,1.228689,0.196755
12,123,50000,0.645694,0.252945,1.371115,0.570477,65.860327,2.259855,1.503281,1.503281,0.213266
6,456,41000,0.567664,0.255643,1.333325,0.594292,65.851597,1.957748,1.399195,1.399195,0.204283
3,123,36000,0.575633,0.244382,1.393352,0.581504,65.844658,1.891953,1.375483,1.375483,0.200352
1,456,45000,0.441240,0.274962,1.141058,0.655820,65.844407,1.643533,1.282003,1.282003,0.201633
4,123,31000,0.601282,0.231511,1.461213,0.564650,65.842460,1.907570,1.381148,1.381148,0.197937
1,42,34000,0.419231,0.271341,1.135586,0.661518,65.839572,1.534030,1.238560,1.238560,0.198069
4,123,29000,0.593409,0.227623,1.475892,0.564035,65.837029,1.852700,1.361139,1.361139,0.195391
0,42,23000,0.400670,0.259677,1.179706,0.658150,65.830436,1.373730,1.172062,1.172062,0.189776
6,456,42000,0.570701,0.258405,1.328991,0.594307,65.829495,1.978895,1.406732,1.406732,0.205264
10,42,53000,0.544707,0.276907,1.244690,0.616309,65.827957,2.015405,1.419649,1.419649,0.208262
6,42,42000,0.521241,0.269288,1.226107,0.623071,65.824347,1.912308,1.382862,1.382862,0.207419
3,123,37000,0.579332,0.245967,1.386256,0.581814,65.810601,1.919182,1.385345,1.385345,0.201666
0,123,30000,0.466090,0.244810,1.272015,0.626858,65.807776,1.560239,1.249095,1.249095,0.193347
2,456,38000,0.502586,0.252274,1.260995,0.620832,65.806992,1.756944,1.325498,1.325498,0.200690
10,42,54000,0.549802,0.279134,1.243166,0.615577,65.803070,2.045480,1.430203,1.430203,0.209229
4,123,32000,0.604427,0.233521,1.454183,0.565240,65.791524,1.932809,1.390255,1.390255,0.198972
7,123,44000,0.588848,0.251747,1.343124,0.587339,65.790740,2.036198,1.426954,1.426954,0.207240
3,123,38000,0.579632,0.248464,1.377257,0.583356,65.787853,1.935414,1.391192,1.391192,0.202517
5,456,50000,0.514533,0.279676,1.204753,0.628999,65.781360,1.923426,1.386876,1.386876,0.207948
7,123,45000,0.588572,0.255045,1.336343,0.588598,65.765239,2.046761,1.430651,1.430651,0.207857
0,456,34000,0.424905,0.261257,1.152554,0.657429,65.764989,1.538449,1.240342,1.240342,0.197228
10,456,45000,0.597960,0.260580,1.352919,0.584199,65.764518,2.068111,1.438093,1.438093,0.207336
5,123,36000,0.599013,0.239614,1.428959,0.571215,65.742038,1.951614,1.397002,1.397002,0.200068
4,42,31000,0.538258,0.252118,1.332365,0.600691,65.729500,1.817032,1.347973,1.347973,0.199700
5,123,38000,0.606350,0.244428,1.416140,0.571755,65.726303,2.004764,1.415897,1.415897,0.202403
2,123,50000,0.514898,0.278340,1.199473,0.628738,65.722135,1.923450,1.386885,1.386885,0.209521
6,123,41000,0.598484,0.250475,1.374812,0.580878,65.705308,2.039036,1.427948,1.427948,0.204857
5,123,39000,0.605915,0.247084,1.407743,0.573397,65.699856,2.017327,1.420326,1.420326,0.203040
3,456,36000,0.543283,0.244010,1.329537,0.600131,65.698948,1.845940,1.358654,1.358654,0.200758
4,456,43000,0.558173,0.258834,1.295432,0.602571,65.696348,1.972503,1.404458,1.404458,0.206793
1,42,35000,0.424770,0.273847,1.133742,0.660604,65.693622,1.566368,1.251546,1.251546,0.199359
4,123,35000,0.613319,0.240456,1.432614,0.567255,65.689456,2.008671,1.417276,1.417276,0.202066
4,123,34000,0.614196,0.238113,1.442935,0.565237,65.681188,1.995759,1.412714,1.412714,0.201305
0,123,31000,0.479212,0.246597,1.277732,0.622816,65.678964,1.614166,1.270498,1.270498,0.195198
5,123,37000,0.605759,0.242218,1.426643,0.570200,65.678306,1.986405,1.409399,1.409399,0.201266
0,42,24000,0.408361,0.261999,1.178813,0.656343,65.671479,1.412010,1.188280,1.188280,0.191528
3,42,32000,0.508550,0.259793,1.269445,0.618499,65.667252,1.776951,1.333023,1.333023,0.200526
1,123,33000,0.524050,0.243239,1.332727,0.603338,65.658704,1.745441,1.321152,1.321152,0.197632
1,123,32000,0.516123,0.241573,1.334894,0.604962,65.654916,1.706981,1.306515,1.306515,0.195932
6,42,43000,0.530596,0.272319,1.228704,0.620787,65.648248,1.957764,1.399201,1.399201,0.208629
5,123,41000,0.610354,0.251557,1.394770,0.574768,65.644805,2.060205,1.435342,1.435342,0.204876
1,456,46000,0.450364,0.277256,1.145113,0.653135,65.641581,1.685806,1.298386,1.298386,0.202909
10,123,46000,0.650491,0.243564,1.403270,0.563770,65.638889,2.223571,1.491164,1.491164,0.210867
10,42,55000,0.563557,0.281702,1.250405,0.611621,65.634006,2.105549,1.451051,1.451051,0.210602
5,42,36000,0.545559,0.259942,1.300688,0.604414,65.629813,1.901958,1.379115,1.379115,0.204136
6,456,43000,0.584213,0.261080,1.334747,0.590550,65.628717,2.035827,1.426824,1.426824,0.206762
4,123,33000,0.616293,0.235712,1.455372,0.562740,65.626621,1.986528,1.409442,1.409442,0.200446
3,42,30000,0.505382,0.256075,1.285397,0.616818,65.626558,1.739516,1.318907,1.318907,0.198104
5,123,40000,0.613971,0.248866,1.406291,0.571990,65.623335,2.057728,1.434478,1.434478,0.204353
3,42,33000,0.508418,0.261703,1.259427,0.620293,65.617859,1.792857,1.338976,1.338976,0.201492
6,123,42000,0.611900,0.252983,1.378095,0.577498,65.615043,2.097508,1.448277,1.448277,0.206584
2,456,40000,0.517972,0.256703,1.259594,0.617680,65.607879,1.835521,1.354814,1.354814,0.203526
3,456,38000,0.553108,0.248446,1.322066,0.599198,65.601560,1.904411,1.380004,1.380004,0.203163
10,42,57000,0.567484,0.286735,1.245713,0.611604,65.601372,2.134801,1.461096,1.461096,0.211786
7,123,47000,0.598775,0.260934,1.331316,0.587424,65.597962,2.106293,1.451307,1.451307,0.209901
2,456,41000,0.518060,0.258907,1.250709,0.619172,65.596617,1.850551,1.360350,1.360350,0.204490
3,123,39000,0.589537,0.250812,1.377348,0.581429,65.573131,1.983741,1.408453,1.408453,0.203896
6,456,44000,0.590930,0.263954,1.333026,0.589379,65.569410,2.071041,1.439111,1.439111,0.208037
10,42,56000,0.567191,0.284665,1.250242,0.610945,65.567753,2.125376,1.457867,1.457867,0.211184
2,456,39000,0.518617,0.254670,1.269767,0.615806,65.567753,1.822183,1.349882,1.349882,0.202571
5,42,38000,0.547473,0.265211,1.285320,0.606673,65.567253,1.937394,1.391903,1.391903,0.206015
3,456,37000,0.555257,0.246011,1.332293,0.597079,65.566815,1.899102,1.378079,1.378079,0.202427
10,456,46000,0.610053,0.263864,1.356320,0.581208,65.564783,2.121965,1.456697,1.456697,0.208771
10,456,47000,0.612788,0.267151,1.350484,0.581581,65.562845,2.144856,1.464533,1.464533,0.209829
7,123,46000,0.600104,0.258415,1.339767,0.585762,65.558906,2.098709,1.448692,1.448692,0.209187
2,42,29000,0.496765,0.256025,1.288249,0.617246,65.557405,1.684472,1.297872,1.297872,0.197112
1,42,36000,0.427515,0.276080,1.131197,0.660491,65.553060,1.585627,1.259217,1.259217,0.200132
4,456,47000,0.572973,0.269388,1.278784,0.602384,65.551841,2.076540,1.441021,1.441021,0.210933
3,42,31000,0.513260,0.258199,1.283320,0.615353,65.547028,1.780531,1.334365,1.334365,0.199728
2,456,42000,0.518130,0.261630,1.243898,0.620366,65.543559,1.862722,1.364816,1.364816,0.205197
4,456,50000,0.563881,0.278403,1.249588,0.609543,65.533308,2.085589,1.444157,1.444157,0.212469
3,123,40000,0.597568,0.252994,1.374299,0.580187,65.523809,2.026110,1.423415,1.423415,0.205474
5,42,37000,0.554597,0.262639,1.299825,0.602696,65.523653,1.948538,1.395900,1.395900,0.205660
4,456,45000,0.574776,0.264150,1.295230,0.599162,65.521497,2.056174,1.433937,1.433937,0.209472
10,123,47000,0.663522,0.245890,1.405790,0.560781,65.521404,2.282172,1.510686,1.510686,0.212436
2,42,32000,0.497650,0.262218,1.258688,0.621845,65.514124,1.731843,1.315995,1.315995,0.200436
0,456,35000,0.440277,0.262348,1.161911,0.652351,65.512656,1.603874,1.266442,1.266442,0.199204
6,42,44000,0.542395,0.274540,1.231834,0.617826,65.510688,2.014226,1.419235,1.419235,0.210248
4,456,46000,0.571729,0.267318,1.285931,0.601449,65.503348,2.057842,1.434518,1.434518,0.209932
4,123,36000,0.627046,0.242696,1.437107,0.563818,65.501286,2.066632,1.437578,1.437578,0.203514
3,42,34000,0.508374,0.263361,1.248836,0.622281,65.496695,1.811460,1.345905,1.345905,0.202457
3,123,41000,0.595911,0.255232,1.364643,0.582221,65.495009,2.034555,1.426378,1.426378,0.206146
6,123,43000,0.623864,0.255568,1.380915,0.574710,65.489606,2.151843,1.466916,1.466916,0.207977
1,123,34000,0.534270,0.245433,1.335488,0.600759,65.486983,1.790817,1.338214,1.338214,0.198948
5,123,42000,0.619774,0.254824,1.396113,0.572815,65.482580,2.104919,1.450834,1.450834,0.205982
2,42,31000,0.502537,0.260406,1.272869,0.618427,65.481862,1.734522,1.317012,1.317012,0.199774
4,456,49000,0.568718,0.275247,1.261367,0.606532,65.475711,2.089173,1.445397,1.445397,0.211938
4,42,32000,0.555030,0.254172,1.338042,0.596237,65.475492,1.889642,1.374643,1.374643,0.201757
4,456,48000,0.572135,0.272618,1.272222,0.603858,65.473994,2.085913,1.444269,1.444269,0.211378
6,42,45000,0.543386,0.277714,1.228144,0.618301,65.465908,2.026627,1.423597,1.423597,0.210793
1,42,37000,0.430117,0.278270,1.127143,0.660564,65.463255,1.605677,1.267153,1.267153,0.201147
0,123,32000,0.495928,0.248475,1.286248,0.617627,65.450614,1.682147,1.296976,1.296976,0.197278
6,123,44000,0.626234,0.258388,1.375463,0.575179,65.449834,2.173014,1.474115,1.474115,0.208856
2,42,30000,0.506190,0.257897,1.285859,0.615472,65.448242,1.732891,1.316393,1.316393,0.199044
3,456,39000,0.561867,0.250345,1.322457,0.597429,65.443561,1.947966,1.395696,1.395696,0.204412
2,456,44000,0.522344,0.267358,1.233569,0.621292,65.434169,1.902415,1.379281,1.379281,0.207002
2,42,34000,0.490373,0.267324,1.234055,0.627763,65.432109,1.735458,1.317368,1.317368,0.201637
2,42,33000,0.496725,0.265033,1.248065,0.623946,65.431579,1.744748,1.320889,1.320889,0.201309
4,456,44000,0.577303,0.261685,1.306743,0.596708,65.431298,2.049127,1.431477,1.431477,0.208624
10,456,48000,0.617955,0.270047,1.348838,0.580978,65.429582,2.174912,1.474758,1.474758,0.210654
5,42,39000,0.551580,0.268094,1.281008,0.606746,65.428865,1.967297,1.402604,1.402604,0.206988
3,123,45000,0.585744,0.267174,1.323246,0.591630,65.420941,2.057352,1.434347,1.434347,0.208612
3,123,47000,0.581381,0.272459,1.304875,0.595760,65.420285,2.068445,1.438209,1.438209,0.209792
0,42,25000,0.423052,0.263403,1.185505,0.651713,65.415700,1.475408,1.214664,1.214664,0.193788
6,456,45000,0.601021,0.266776,1.335397,0.586914,65.414016,2.116895,1.454955,1.454955,0.209336
6,42,47000,0.545532,0.283943,1.220325,0.619136,65.409243,2.051639,1.432354,1.432354,0.212100
2,456,43000,0.524139,0.264258,1.243629,0.619188,65.406281,1.894394,1.376370,1.376370,0.206211
10,42,58000,0.580026,0.289551,1.252062,0.608088,65.405345,2.190374,1.479991,1.479991,0.213013
3,123,46000,0.583525,0.269844,1.314458,0.593675,65.401758,2.062389,1.436102,1.436102,0.209120
3,123,42000,0.597899,0.258137,1.358599,0.582975,65.397860,2.055566,1.433724,1.433724,0.206952
3,123,44000,0.590519,0.264332,1.335221,0.588583,65.395771,2.060166,1.435328,1.435328,0.208127
3,42,35000,0.514148,0.265006,1.243201,0.622109,65.390002,1.851160,1.360573,1.360573,0.203966
6,456,46000,0.601149,0.269736,1.327350,0.588286,65.389940,2.131923,1.460111,1.460111,0.210178
2,456,45000,0.520662,0.270087,1.226014,0.623067,65.385107,1.908029,1.381314,1.381314,0.207446
6,42,46000,0.546089,0.280699,1.226404,0.618042,65.384702,2.044066,1.429708,1.429708,0.211446
1,456,47000,0.465211,0.280166,1.154140,0.648366,65.381210,1.750321,1.322997,1.322997,0.204672
7,123,48000,0.610968,0.264404,1.335060,0.584483,65.379402,2.162015,1.470379,1.470379,0.211235
7,123,49000,0.617470,0.267056,1.332800,0.583435,65.372731,2.197178,1.482288,1.482288,0.212549
1,42,38000,0.432124,0.280113,1.120804,0.661248,65.370143,1.627239,1.275633,1.275633,0.202240
3,123,43000,0.596156,0.261324,1.348276,0.585141,65.361136,2.064996,1.437009,1.437009,0.207696
3,123,49000,0.578183,0.278902,1.289206,0.599250,65.359515,2.081526,1.442750,1.442750,0.210850
3,42,36000,0.510639,0.267201,1.233233,0.624557,65.352129,1.849868,1.360098,1.360098,0.204438
10,456,49000,0.622202,0.273338,1.345914,0.580655,65.351257,2.201504,1.483747,1.483747,0.211569
7,123,50000,0.617356,0.269795,1.325326,0.584752,65.344464,2.210331,1.486718,1.486718,0.213318
6,42,48000,0.546632,0.287004,1.216032,0.619699,65.344090,2.066021,1.437366,1.437366,0.212740
6,456,47000,0.606246,0.272647,1.325938,0.587464,65.333061,2.159600,1.469558,1.469558,0.211128
0,456,36000,0.455114,0.262833,1.167827,0.648016,65.332033,1.671841,1.292997,1.292997,0.201401
10,123,48000,0.675492,0.248319,1.408465,0.558098,65.323902,2.336626,1.528603,1.528603,0.213747
2,42,35000,0.490718,0.268968,1.224746,0.629415,65.310105,1.753429,1.324171,1.324171,0.202581
6,456,48000,0.610456,0.275546,1.321583,0.587323,65.309513,2.188204,1.479258,1.479258,0.212260
3,123,48000,0.582876,0.276558,1.301511,0.596172,65.299704,2.083342,1.443379,1.443379,0.210276
6,456,49000,0.609595,0.278552,1.313992,0.588801,65.298147,2.197753,1.482482,1.482482,0.212939
0,123,33000,0.507759,0.249295,1.290241,0.614317,65.291142,1.733226,1.316520,1.316520,0.198923
6,123,46000,0.638775,0.264100,1.369536,0.573817,65.286223,2.246480,1.498826,1.498826,0.211188
6,123,47000,0.633683,0.267660,1.357021,0.577175,65.279063,2.246065,1.498688,1.498688,0.211583
1,42,39000,0.437733,0.282370,1.119308,0.660231,65.265213,1.659781,1.288325,1.288325,0.203553
3,42,37000,0.513860,0.268802,1.227166,0.624962,65.264248,1.877326,1.370155,1.370155,0.205613
2,42,36000,0.489703,0.271199,1.215264,0.631300,65.263128,1.764091,1.328191,1.328191,0.203390
3,123,50000,0.581581,0.282211,1.286517,0.599090,65.247881,2.104391,1.450652,1.450652,0.211624
5,123,43000,0.635858,0.257282,1.402719,0.568657,65.247383,2.173072,1.474134,1.474134,0.207505
3,456,40000,0.573347,0.252990,1.325353,0.594635,65.239885,2.000520,1.414397,1.414397,0.205855
10,42,59000,0.591367,0.292499,1.256180,0.605210,65.236619,2.243794,1.497930,1.497930,0.214278
4,123,37000,0.646050,0.245223,1.445586,0.558603,65.229558,2.142267,1.463649,1.463649,0.205341
10,456,50000,0.630777,0.276861,1.345781,0.579010,65.226417,2.244954,1.498317,1.498317,0.212822
2,456,46000,0.527472,0.272987,1.226512,0.621625,65.225826,1.943362,1.394045,1.394045,0.208497
5,42,40000,0.565325,0.270423,1.286125,0.603132,65.218268,2.029104,1.424466,1.424466,0.208576
3,456,41000,0.581574,0.254391,1.322428,0.593364,65.207789,2.045497,1.430209,1.430209,0.207492
4,42,33000,0.576014,0.256660,1.347964,0.590223,65.206763,1.975926,1.405676,1.405676,0.203997
0,42,26000,0.436283,0.264185,1.187216,0.648433,65.186960,1.540001,1.240968,1.240968,0.196127
6,123,45000,0.642187,0.261704,1.381841,0.571147,65.182639,2.242364,1.497453,1.497453,0.210349
0,42,27000,0.437873,0.266871,1.180210,0.649106,65.179997,1.557202,1.247879,1.247879,0.197315
1,123,35000,0.556986,0.247609,1.351687,0.593173,65.179500,1.874430,1.369098,1.369098,0.200977
0,456,37000,0.467091,0.264518,1.174226,0.644199,65.176330,1.723413,1.312788,1.312788,0.203009
6,42,49000,0.555209,0.290108,1.217286,0.617891,65.171637,2.111245,1.453012,1.453012,0.213902
3,42,38000,0.520404,0.271029,1.224293,0.624089,65.170581,1.916509,1.384380,1.384380,0.207043
5,123,44000,0.644212,0.259854,1.402696,0.567007,65.168747,2.213584,1.487812,1.487812,0.208686
1,42,40000,0.439516,0.285295,1.113867,0.660888,65.144482,1.679816,1.296077,1.296077,0.204446
3,42,39000,0.520369,0.272805,1.216785,0.625352,65.132959,1.929189,1.388952,1.388952,0.207900
4,42,34000,0.582851,0.258495,1.343420,0.589554,65.132214,2.016516,1.420041,1.420041,0.205523
10,42,60000,0.599658,0.294876,1.257184,0.603443,65.127772,2.286631,1.512161,1.512161,0.215433
6,123,48000,0.639953,0.270624,1.355051,0.576545,65.125630,2.283926,1.511266,1.511266,0.212501
6,456,50000,0.620193,0.281684,1.317528,0.586134,65.123518,2.245610,1.498536,1.498536,0.214123
10,42,61000,0.601605,0.297712,1.254832,0.603406,65.120102,2.301070,1.516928,1.516928,0.216054
0,123,34000,0.520005,0.251329,1.293777,0.611058,65.118332,1.787499,1.336974,1.336974,0.200625
6,123,49000,0.643184,0.273431,1.349008,0.577010,65.114016,2.312120,1.520566,1.520566,0.213557
1,456,48000,0.481757,0.282480,1.165494,0.642872,65.112371,1.819732,1.348974,1.348974,0.206418
4,123,38000,0.660303,0.247049,1.447624,0.555359,65.111160,2.205298,1.485024,1.485024,0.207152
3,42,40000,0.518729,0.275191,1.208771,0.627059,65.107559,1.934651,1.390917,1.390917,0.208529
5,123,45000,0.647760,0.262555,1.398361,0.567131,65.097966,2.239315,1.496434,1.496434,0.209555
1,123,36000,0.568674,0.249140,1.353288,0.590369,65.078755,1.927265,1.388260,1.388260,0.202693
10,123,49000,0.695949,0.250964,1.416443,0.552839,65.076117,2.422302,1.556375,1.556375,0.215693
1,42,41000,0.441580,0.287249,1.108359,0.661398,65.071866,1.700753,1.304129,1.304129,0.205498
3,456,42000,0.587414,0.257963,1.322232,0.592323,65.070935,2.076140,1.440882,1.440882,0.208325
6,42,50000,0.566729,0.292894,1.220382,0.615005,65.052104,2.166904,1.472041,1.472041,0.215471
0,456,38000,0.472785,0.265889,1.171472,0.643493,65.051576,1.758694,1.326157,1.326157,0.204324
2,42,37000,0.497956,0.273291,1.214474,0.629804,65.036844,1.809330,1.345113,1.345113,0.204820
3,42,41000,0.516219,0.277342,1.197678,0.629605,65.029898,1.942403,1.393701,1.393701,0.209260
2,456,47000,0.538728,0.275779,1.230464,0.618655,65.016224,1.995727,1.412702,1.412702,0.209920
10,123,50000,0.701374,0.253003,1.413021,0.552414,65.010768,2.455529,1.567013,1.567013,0.216759
5,42,41000,0.578566,0.273595,1.289872,0.599801,65.005281,2.090038,1.445696,1.445696,0.210262
0,42,28000,0.444287,0.268040,1.178145,0.648022,64.997502,1.593297,1.262259,1.262259,0.198756
1,123,37000,0.575761,0.251398,1.352210,0.589031,64.977638,1.962757,1.400984,1.400984,0.203924
10,42,63000,0.614036,0.302861,1.256266,0.600810,64.956758,2.366077,1.538206,1.538206,0.217759
0,123,35000,0.528807,0.253196,1.293887,0.609163,64.955550,1.830637,1.353010,1.353010,0.202064
4,123,39000,0.672217,0.250077,1.447860,0.552904,64.952856,2.260571,1.503520,1.503520,0.208797
3,42,42000,0.517864,0.280208,1.193810,0.629896,64.944494,1.957873,1.399240,1.399240,0.210019
10,42,62000,0.612952,0.300545,1.259370,0.600514,64.928269,2.354236,1.534352,1.534352,0.217211
10,42,64000,0.616705,0.305484,1.252264,0.601015,64.906229,2.389145,1.545686,1.545686,0.218611
6,123,50000,0.658282,0.276877,1.354176,0.573294,64.901432,2.379945,1.542707,1.542707,0.215104
3,456,43000,0.599359,0.260256,1.325432,0.589486,64.891870,2.131669,1.460024,1.460024,0.209720
10,42,65000,0.618556,0.307804,1.248755,0.601221,64.886145,2.405983,1.551123,1.551123,0.219342
5,123,46000,0.664157,0.265227,1.405676,0.562819,64.880948,2.307914,1.519182,1.519182,0.211011
4,42,35000,0.600356,0.261093,1.350518,0.584798,64.877978,2.090735,1.445937,1.445937,0.207439
0,456,39000,0.485008,0.267154,1.175883,0.640103,64.860779,1.816107,1.347630,1.347630,0.206065
1,456,49000,0.498093,0.284952,1.175584,0.637628,64.855707,1.889351,1.374537,1.374537,0.208248
1,42,42000,0.450636,0.289529,1.110327,0.659239,64.837124,1.748848,1.322440,1.322440,0.206901
3,42,43000,0.520915,0.282409,1.187548,0.630484,64.836629,1.987322,1.409724,1.409724,0.211159
